card_id,name,set_name
bwp-BW69,Meloetta,BW Black Star Promos
bwp-BW35,Meowth,BW Black Star Promos
bwp-BW75,Metagross,BW Black Star Promos
bwp-BW98,Mew,BW Black Star Promos
bwp-BW45,Mewtwo-EX,BW Black Star Promos
bwp-BW13,Minccino,BW Black Star Promos
bwp-BW100,N,BW Black Star Promos
bwp-BW66,Ninetales,BW Black Star Promos
bwp-BW03,Oshawott,BW Black Star Promos
bwp-BW08,Oshawott,BW Black Star Promos
bwp-BW11,Pansage,BW Black Star Promos
bwp-BW14,Pansage,BW Black Star Promos
bwp-BW15,Pidove,BW Black Star Promos
bwp-BW54,Pikachu,BW Black Star Promos
bwp-BW77,Pikachu,BW Black Star Promos
bwp-BW84,Porygon-Z,BW Black Star Promos
bwp-BW78,Raichu,BW Black Star Promos
bwp-BW47,Rayquaza-EX,BW Black Star Promos
bwp-BW04,Reshiram,BW Black Star Promos
bwp-BW23,Reshiram,BW Black Star Promos
bwp-BW36,Reshiram-EX,BW Black Star Promos
bwp-BW33,Riolu,BW Black Star Promos
bwp-BW22,Samurott,BW Black Star Promos
bwp-BW25,Scraggy,BW Black Star Promos
bwp-BW20,Serperior,BW Black Star Promos
bwp-BW01,Snivy,BW Black Star Promos
bwp-BW06,Snivy,BW Black Star Promos
bwp-BW02,Tepig,BW Black Star Promos
bwp-BW07,Tepig,BW Black Star Promos
bwp-BW71,Terrakion,BW Black Star Promos
bwp-BW41,Thundurus,BW Black Star Promos
bwp-BW81,Thundurus-EX,BW Black Star Promos
bwp-BW42,Tornadus,BW Black Star Promos
bwp-BW96,Tornadus-EX,BW Black Star Promos
bwp-BW28,Tropical Beach,BW Black Star Promos
bwp-BW50,Tropical Beach,BW Black Star Promos
bwp-BW93,Umbreon,BW Black Star Promos
bwp-BW89,Vaporeon,BW Black Star Promos
bwp-BW32,Victini,BW Black Star Promos
bwp-BW29,Victory Cup,BW Black Star Promos
bwp-BW30,Victory Cup,BW Black Star Promos
bwp-BW31,Victory Cup,BW Black Star Promos
bwp-BW70,Virizion,BW Black Star Promos
bwp-BW40,Volcarona,BW Black Star Promos
bwp-BW59,White Kyurem,BW Black Star Promos
bwp-BW63,White Kyurem-EX,BW Black Star Promos
bwp-BW05,Zekrom,BW Black Star Promos
bwp-BW24,Zekrom,BW Black Star Promos
bwp-BW38,Zekrom-EX,BW Black Star Promos
bwp-BW09,Zoroark,BW Black Star Promos
bwp-BW19,Zoroark,BW Black Star Promos
bwp-BW12,Zorua,BW Black Star Promos
tk-bw-e-12,Audino,BW trainer Kit (Excadrill)
tk-bw-e-18,Audino,BW trainer Kit (Excadrill)
tk-bw-e-13,Drilbur,BW trainer Kit (Excadrill)
tk-bw-e-25,Drilbur,BW trainer Kit (Excadrill)
tk-bw-e-21,Energy Search,BW trainer Kit (Excadrill)
tk-bw-e-4,Energy Switch,BW trainer Kit (Excadrill)
tk-bw-e-17,Excadrill,BW trainer Kit (Excadrill)
tk-bw-e-30,Excadrill,BW trainer Kit (Excadrill)
tk-bw-e-10,Fighting Energy,BW trainer Kit (Excadrill)
tk-bw-e-2,Fighting Energy,BW trainer Kit (Excadrill)
tk-bw-e-20,Fighting Energy,BW trainer Kit (Excadrill)
tk-bw-e-22,Fighting Energy,BW trainer Kit (Excadrill)
tk-bw-e-26,Fighting Energy,BW trainer Kit (Excadrill)
tk-bw-e-28,Fighting Energy,BW trainer Kit (Excadrill)
tk-bw-e-3,Fighting Energy,BW trainer Kit (Excadrill)
tk-bw-e-5,Fighting Energy,BW trainer Kit (Excadrill)
tk-bw-e-6,Fighting Energy,BW trainer Kit (Excadrill)
tk-bw-e-7,Fighting Energy,BW trainer Kit (Excadrill)
tk-bw-e-8,Fighting Energy,BW trainer Kit (Excadrill)
tk-bw-e-9,Fighting Energy,BW trainer Kit (Excadrill)
tk-bw-e-14,Gurdurr,BW trainer Kit (Excadrill)
tk-bw-e-19,Herdier,BW trainer Kit (Excadrill)
tk-bw-e-1,Lillipup,BW trainer Kit (Excadrill)
tk-bw-e-27,Lillipup,BW trainer Kit (Excadrill)
tk-bw-e-16,PlusPower,BW trainer Kit (Excadrill)
tk-bw-e-24,Pokémon Communication,BW trainer Kit (Excadrill)
tk-bw-e-15,Potion,BW trainer Kit (Excadrill)
tk-bw-e-23,Potion,BW trainer Kit (Excadrill)
tk-bw-e-11,Timburr,BW trainer Kit (Excadrill)
tk-bw-e-29,Timburr,BW trainer Kit (Excadrill)
tk-bw-z-10,Darkness Energy,BW trainer Kit (Zoroark)
tk-bw-z-20,Darkness Energy,BW trainer Kit (Zoroark)
tk-bw-z-22,Darkness Energy,BW trainer Kit (Zoroark)
tk-bw-z-24,Darkness Energy,BW trainer Kit (Zoroark)
tk-bw-z-26,Darkness Energy,BW trainer Kit (Zoroark)
tk-bw-z-28,Darkness Energy,BW trainer Kit (Zoroark)
tk-bw-z-3,Darkness Energy,BW trainer Kit (Zoroark)
tk-bw-z-5,Darkness Energy,BW trainer Kit (Zoroark)
tk-bw-z-6,Darkness Energy,BW trainer Kit (Zoroark)
tk-bw-z-7,Darkness Energy,BW trainer Kit (Zoroark)
tk-bw-z-8,Darkness Energy,BW trainer Kit (Zoroark)
tk-bw-z-9,Darkness Energy,BW trainer Kit (Zoroark)
tk-bw-z-16,Energy Retrieval,BW trainer Kit (Zoroark)
tk-bw-z-27,Energy Search,BW trainer Kit (Zoroark)
tk-bw-z-19,Minccino,BW trainer Kit (Zoroark)
tk-bw-z-4,Minccino,BW trainer Kit (Zoroark)
tk-bw-z-12,Patrat,BW trainer Kit (Zoroark)
tk-bw-z-29,Patrat,BW trainer Kit (Zoroark)
tk-bw-z-14,Pidove,BW trainer Kit (Zoroark)
tk-bw-z-21,Pidove,BW trainer Kit (Zoroark)
tk-bw-z-11,PlusPower,BW trainer Kit (Zoroark)
tk-bw-z-18,Pokémon Communication,BW trainer Kit (Zoroark)
tk-bw-z-1,Purrloin,BW trainer Kit (Zoroark)
tk-bw-z-25,Purrloin,BW trainer Kit (Zoroark)
tk-bw-z-15,Tranquill,BW trainer Kit (Zoroark)
tk-bw-z-2,Watchog,BW trainer Kit (Zoroark)
tk-bw-z-17,Zoroark,BW trainer Kit (Zoroark)
tk-bw-z-30,Zoroark,BW trainer Kit (Zoroark)
tk-bw-z-13,Zorua,BW trainer Kit (Zoroark)
tk-bw-z-23,Zorua,BW trainer Kit (Zoroark)
cel25-145A,Garchomp C LV.X,Celebrations
cel25-109A,Luxray GL LV.X,Celebrations
cel25-76A,M Rayquaza EX,Celebrations
cel25-23,Professor's Research (Professor Oak),Celebrations
cel25-24,Professor's Research (Professor Oak),Celebrations
cel25-17A,Umbreon Star,Celebrations
A3-112,Absol,Celestial Guardians
A3-148,Acerola,Celestial Guardians
A3-190,Acerola,Celestial Guardians
A3-117,Alolan Diglett,Celestial Guardians
A3-118,Alolan Dugtrio,Celestial Guardians
A3-002,Alolan Exeggutor,Celestial Guardians
A3-156,Alolan Exeggutor,Celestial Guardians
A3-059,Alolan Geodude,Celestial Guardians
A3-061,Alolan Golem,Celestial Guardians
A3-060,Alolan Graveler,Celestial Guardians
A3-110,Alolan Grimer,Celestial Guardians
A3-027,Alolan Marowak,Celestial Guardians
A3-160,Alolan Marowak,Celestial Guardians
A3-108,Alolan Meowth,Celestial Guardians
A3-111,Alolan Muk ex,Celestial Guardians
A3-188,Alolan Muk ex,Celestial Guardians
A3-206,Alolan Muk ex,Celestial Guardians
A3-041,Alolan Ninetales,Celestial Guardians
A3-109,Alolan Persian,Celestial Guardians
A3-058,Alolan Raichu ex,Celestial Guardians
A3-185,Alolan Raichu ex,Celestial Guardians
A3-203,Alolan Raichu ex,Celestial Guardians
A3-107,Alolan Raticate,Celestial Guardians
A3-106,Alolan Rattata,Celestial Guardians
A3-038,Alolan Sandshrew,Celestial Guardians
A3-039,Alolan Sandslash,Celestial Guardians
A3-040,Alolan Vulpix,Celestial Guardians
A3-162,Alolan Vulpix,Celestial Guardians
A3-053,Araquanid,Celestial Guardians
A3-026,Arcanine,Celestial Guardians
A3-075,Banette,Celestial Guardians
A3-139,Bewear,Celestial Guardians
A3-178,Bewear,Celestial Guardians
A3-142,Big Malasada,Celestial Guardians
A3-217,Blastoise,Celestial Guardians
A3-232,Blastoise ex,Celestial Guardians
A3-018,Bounsweet,Celestial Guardians
A3-047,Brionne,Celestial Guardians
A3-055,Bruxish,Celestial Guardians
A3-210,Bulbasaur,Celestial Guardians
A3-064,Charjabug,Celestial Guardians
A3-043,Cloyster,Celestial Guardians
A3-080,Comfey,Celestial Guardians
A3-168,Comfey,Celestial Guardians
A3-096,Conkeldurr,Celestial Guardians
A3-086,Cosmoem,Celestial Guardians
A3-085,Cosmog,Celestial Guardians
A3-171,Cosmog,Celestial Guardians
A3-049,Crabominable ex,Celestial Guardians
A3-183,Crabominable ex,Celestial Guardians
A3-201,Crabominable ex,Celestial Guardians
A3-097,Crabrawler,Celestial Guardians
A3-089,Cubone,Celestial Guardians
A3-226,Cubone,Celestial Guardians
A3-078,Cutiefly,Celestial Guardians
A3-167,Cutiefly,Celestial Guardians
A3-011,Dartrix,Celestial Guardians
A3-012,Decidueye ex,Celestial Guardians
A3-180,Decidueye ex,Celestial Guardians
A3-198,Decidueye ex,Celestial Guardians
A3-130,Delcatty,Celestial Guardians
A3-052,Dewpider,Celestial Guardians
A3-023,Dhelmise ex,Celestial Guardians
A3-181,Dhelmise ex,Celestial Guardians
A3-199,Dhelmise ex,Celestial Guardians
A3-124,Drampa,Celestial Guardians
A3-176,Drampa,Celestial Guardians
A3-093,Drilbur,Celestial Guardians
A3-120,Escavalier,Celestial Guardians
A3-119,Excadrill,Celestial Guardians
A3-001,Exeggcute,Celestial Guardians
A3-213,Exeggcute,Celestial Guardians
A3-214,Exeggutor,Celestial Guardians
A3-231,Exeggutor ex,Celestial Guardians
A3-143,Fishing Net,Celestial Guardians
A3-028,Fletchinder,Celestial Guardians
A3-131,Fletchling,Celestial Guardians
A3-014,Fomantis,Celestial Guardians
A3-114,Garbodor,Celestial Guardians
A3-220,Gastly,Celestial Guardians
A3-222,Gengar,Celestial Guardians
A3-234,Gengar ex,Celestial Guardians
A3-022,Golisopod,Celestial Guardians
A3-025,Growlithe,Celestial Guardians
A3-013,Grubbin,Celestial Guardians
A3-072,Grumpig,Celestial Guardians
A3-137,Gumshoos,Celestial Guardians
A3-095,Gurdurr,Celestial Guardians
A3-151,Guzma,Celestial Guardians
A3-193,Guzma,Celestial Guardians
A3-208,Guzma,Celestial Guardians
A3-126,Hakamo-o,Celestial Guardians
A3-091,Hariyama,Celestial Guardians
A3-221,Haunter,Celestial Guardians
A3-132,Hawlucha,Celestial Guardians
A3-063,Heliolisk,Celestial Guardians
A3-062,Helioptile,Celestial Guardians
A3-149,Ilima,Celestial Guardians
A3-191,Ilima,Celestial Guardians
A3-033,Incineroar ex,Celestial Guardians
A3-182,Incineroar ex,Celestial Guardians
A3-200,Incineroar ex,Celestial Guardians
A3-211,Ivysaur,Celestial Guardians
A3-125,Jangmo-o,Celestial Guardians
A3-228,Jigglypuff,Celestial Guardians
A3-006,Karrablast,Celestial Guardians
A3-150,Kiawe,Celestial Guardians
A3-192,Kiawe,Celestial Guardians
A3-121,Klefki,Celestial Guardians
A3-141,Komala,Celestial Guardians
A3-179,Komala,Celestial Guardians
A3-127,Kommo-o,Celestial Guardians
A3-152,Lana,Celestial Guardians
A3-194,Lana,Celestial Guardians
A3-044,Lapras,Celestial Guardians
A3-147,Leaf Cape,Celestial Guardians
A3-155,Lillie,Celestial Guardians
A3-197,Lillie,Celestial Guardians
A3-209,Lillie,Celestial Guardians
A3-030,Litten,Celestial Guardians
A3-031,Litten,Celestial Guardians
A3-087,Lunala ex,Celestial Guardians
A3-186,Lunala ex,Celestial Guardians
A3-204,Lunala ex,Celestial Guardians
A3-238,Lunala ex,Celestial Guardians
A3-073,Lunatone,Celestial Guardians
A3-015,Lurantis,Celestial Guardians
A3-100,Lycanroc,Celestial Guardians
A3-101,Lycanroc,Celestial Guardians
A3-225,Machamp,Celestial Guardians
A3-235,Machamp ex,Celestial Guardians
A3-224,Machoke,Celestial Guardians
A3-223,Machop,Celestial Guardians
A3-123,Magearna,Celestial Guardians
A3-175,Magearna,Celestial Guardians
A3-090,Makuhita,Celestial Guardians
A3-154,Mallow,Celestial Guardians
A3-196,Mallow,Celestial Guardians
A3-005,Maractus,Celestial Guardians
A3-115,Mareanie,Celestial Guardians
A3-227,Marowak,Celestial Guardians
A3-236,Marowak ex,Celestial Guardians
A3-004,Masquerain,Celestial Guardians
A3-083,Mimikyu,Celestial Guardians
A3-105,Minior,Celestial Guardians
A3-174,Minior,Celestial Guardians
A3-016,Morelull,Celestial Guardians
A3-157,Morelull,Celestial Guardians
A3-069,Mr. Mime,Celestial Guardians
A3-102,Mudbray,Celestial Guardians
A3-103,Mudsdale,Celestial Guardians
A3-173,Mudsdale,Celestial Guardians
A3-088,Necrozma,Celestial Guardians
A3-140,Oranguru,Celestial Guardians
A3-034,Oricorio,Celestial Guardians
A3-066,Oricorio,Celestial Guardians
A3-076,Oricorio,Celestial Guardians
A3-077,Oricorio,Celestial Guardians
A3-165,Oricorio,Celestial Guardians
A3-082,Palossand,Celestial Guardians
A3-104,Passimian ex,Celestial Guardians
A3-187,Passimian ex,Celestial Guardians
A3-205,Passimian ex,Celestial Guardians
A3-007,Phantump,Celestial Guardians
A3-057,Pikachu,Celestial Guardians
A3-133,Pikipek,Celestial Guardians
A3-177,Pikipek,Celestial Guardians
A3-146,Poison Barb,Celestial Guardians
A3-045,Popplio,Celestial Guardians
A3-046,Popplio,Celestial Guardians
A3-048,Primarina,Celestial Guardians
A3-054,Pyukumuku,Celestial Guardians
A3-163,Pyukumuku,Celestial Guardians
A3-144,Rare Candy,Celestial Guardians
A3-079,Ribombee,Celestial Guardians
A3-098,Rockruff,Celestial Guardians
A3-099,Rockruff,Celestial Guardians
A3-172,Rockruff,Celestial Guardians
A3-145,Rotom Dex,Celestial Guardians
A3-009,Rowlet,Celestial Guardians
A3-010,Rowlet,Celestial Guardians
A3-070,Sableye,Celestial Guardians
A3-035,Salandit,Celestial Guardians
A3-036,Salazzle,Celestial Guardians
A3-081,Sandygast,Celestial Guardians
A3-169,Sandygast,Celestial Guardians
A3-042,Shellder,Celestial Guardians
A3-017,Shiinotic,Celestial Guardians
A3-074,Shuppet,Celestial Guardians
A3-129,Skitty,Celestial Guardians
A3-122,Solgaleo ex,Celestial Guardians
A3-189,Solgaleo ex,Celestial Guardians
A3-207,Solgaleo ex,Celestial Guardians
A3-239,Solgaleo ex,Celestial Guardians
A3-092,Solrock,Celestial Guardians
A3-153,Sophocles,Celestial Guardians
A3-195,Sophocles,Celestial Guardians
A3-071,Spoink,Celestial Guardians
A3-215,Squirtle,Celestial Guardians
A3-219,Starmie,Celestial Guardians
A3-233,Starmie ex,Celestial Guardians
A3-218,Staryu,Celestial Guardians
A3-019,Steenee,Celestial Guardians
A3-138,Stufful,Celestial Guardians
A3-003,Surskit,Celestial Guardians
A3-029,Talonflame,Celestial Guardians
A3-024,Tapu Bulu,Celestial Guardians
A3-159,Tapu Bulu,Celestial Guardians
A3-056,Tapu Fini,Celestial Guardians
A3-164,Tapu Fini,Celestial Guardians
A3-068,Tapu Koko,Celestial Guardians
A3-166,Tapu Koko,Celestial Guardians
A3-084,Tapu Lele,Celestial Guardians
A3-170,Tapu Lele,Celestial Guardians
A3-128,Tauros,Celestial Guardians
A3-094,Timburr,Celestial Guardians
A3-067,Togedemaru,Celestial Guardians
A3-032,Torracat,Celestial Guardians
A3-135,Toucannon,Celestial Guardians
A3-116,Toxapex,Celestial Guardians
A3-008,Trevenant,Celestial Guardians
A3-113,Trubbish,Celestial Guardians
A3-134,Trumbeak,Celestial Guardians
A3-020,Tsareena,Celestial Guardians
A3-158,Tsareena,Celestial Guardians
A3-037,Turtonator,Celestial Guardians
A3-161,Turtonator,Celestial Guardians
A3-212,Venusaur,Celestial Guardians
A3-230,Venusaur ex,Celestial Guardians
A3-065,Vikavolt,Celestial Guardians
A3-216,Wartortle,Celestial Guardians
A3-229,Wigglytuff,Celestial Guardians
A3-237,Wigglytuff ex,Celestial Guardians
A3-021,Wimpod,Celestial Guardians
A3-050,Wishiwashi,Celestial Guardians
A3-051,Wishiwashi ex,Celestial Guardians
A3-184,Wishiwashi ex,Celestial Guardians
A3-202,Wishiwashi ex,Celestial Guardians
A3-136,Yungoos,Celestial Guardians
sm7-126,Bill’s Maintenance,Celestial Storm
sm7-162,Bill’s Maintenance,Celestial Storm
sm7-145,Steven’s Resolve,Celestial Storm
sm7-165,Steven’s Resolve,Celestial Storm
swsh3.5-62,Professor's Research (Professor Magnolia),Champion's Path
sm12-195,Lana’s Fishing Rod,Cosmic Eclipse
sm12-266,Lana’s Fishing Rod,Cosmic Eclipse
sm12-196,Lillie’s Full Force,Cosmic Eclipse
sm12-230,Lillie’s Full Force,Cosmic Eclipse
sm12-197,Lillie’s Poké Doll,Cosmic Eclipse
sm12-267,Lillie’s Poké Doll,Cosmic Eclipse
sm12-200,N’s Resolve,Cosmic Eclipse
sm12-232,N’s Resolve,Cosmic Eclipse
sm12-201,Professor Oak’s Setup,Cosmic Eclipse
sm12-233,Professor Oak’s Setup,Cosmic Eclipse
B1a-102,Aegislash,Crimson Blaze
B1a-006,Ariados,Crimson Blaze
B1a-070,Ariados,Crimson Blaze
B1a-036,Aromatisse,Crimson Blaze
B1a-021,Basculin,Crimson Blaze
B1a-019,Blastoise,Crimson Blaze
B1a-064,Bouffalant,Crimson Blaze
B1a-001,Bulbasaur,Crimson Blaze
B1a-062,Buneary,Crimson Blaze
B1a-075,Buneary,Crimson Blaze
B1a-009,Burmy,Crimson Blaze
B1a-098,Buzzwole ex,Crimson Blaze
B1a-013,Charizard,Crimson Blaze
B1a-091,Charizard,Crimson Blaze
B1a-011,Charmander,Crimson Blaze
B1a-012,Charmeleon,Crimson Blaze
B1a-022,Clauncher,Crimson Blaze
B1a-023,Clawitzer,Crimson Blaze
B1a-068,Clemont,Crimson Blaze
B1a-081,Clemont,Crimson Blaze
B1a-066,Clemont's Backpack,Crimson Blaze
B1a-093,Cloyster,Crimson Blaze
B1a-055,Ditto,Crimson Blaze
B1a-033,Duosion,Crimson Blaze
B1a-027,Emolga,Crimson Blaze
B1a-065,Furfrou,Crimson Blaze
B1a-050,Garbodor,Crimson Blaze
B1a-054,Genesect,Crimson Blaze
B1a-089,Gloom,Crimson Blaze
B1a-045,Grimer,Crimson Blaze
B1a-100,Guzzlord ex,Crimson Blaze
B1a-040,Hariyama,Crimson Blaze
B1a-029,Heliolisk,Crimson Blaze
B1a-028,Helioptile,Crimson Blaze
B1a-016,Houndoom,Crimson Blaze
B1a-015,Houndour,Crimson Blaze
B1a-002,Ivysaur,Crimson Blaze
B1a-048,Liepard,Crimson Blaze
B1a-063,Lopunny,Crimson Blaze
B1a-099,Lunala ex,Crimson Blaze
B1a-024,Magnemite,Crimson Blaze
B1a-025,Magneton,Crimson Blaze
B1a-026,Magnezone,Crimson Blaze
B1a-039,Makuhita,Crimson Blaze
B1a-020,Mega Blastoise ex,Crimson Blaze
B1a-078,Mega Blastoise ex,Crimson Blaze
B1a-084,Mega Blastoise ex,Crimson Blaze
B1a-014,Mega Charizard Y ex,Crimson Blaze
B1a-077,Mega Charizard Y ex,Crimson Blaze
B1a-087,Mega Charizard Y ex,Crimson Blaze
B1a-042,Mega Lopunny ex,Crimson Blaze
B1a-079,Mega Lopunny ex,Crimson Blaze
B1a-085,Mega Lopunny ex,Crimson Blaze
B1a-052,Mega Steelix ex,Crimson Blaze
B1a-080,Mega Steelix ex,Crimson Blaze
B1a-086,Mega Steelix ex,Crimson Blaze
B1a-004,Mega Venusaur ex,Crimson Blaze
B1a-076,Mega Venusaur ex,Crimson Blaze
B1a-083,Mega Venusaur ex,Crimson Blaze
B1a-043,Mienfoo,Crimson Blaze
B1a-044,Mienshao,Crimson Blaze
B1a-030,Misdreavus,Crimson Blaze
B1a-031,Mismagius,Crimson Blaze
B1a-010,Mothim,Crimson Blaze
B1a-046,Muk,Crimson Blaze
B1a-041,Nosepass,Crimson Blaze
B1a-088,Oddish,Crimson Blaze
B1a-038,Onix,Crimson Blaze
B1a-056,Porygon,Crimson Blaze
B1a-057,Porygon2,Crimson Blaze
B1a-058,Porygon-Z,Crimson Blaze
B1a-053,Probopass,Crimson Blaze
B1a-047,Purrloin,Crimson Blaze
B1a-067,Quick-Grow Extract,Crimson Blaze
B1a-103,Quick-Grow Extract,Crimson Blaze
B1a-034,Reuniclus,Crimson Blaze
B1a-072,Reuniclus,Crimson Blaze
B1a-094,Sandshrew,Crimson Blaze
B1a-095,Sandslash,Crimson Blaze
B1a-069,Serena,Crimson Blaze
B1a-082,Serena,Crimson Blaze
B1a-092,Shellder,Crimson Blaze
B1a-097,Silvally,Crimson Blaze
B1a-101,Solgaleo ex,Crimson Blaze
B1a-032,Solosis,Crimson Blaze
B1a-005,Spinarak,Crimson Blaze
B1a-035,Spritzee,Crimson Blaze
B1a-017,Squirtle,Crimson Blaze
B1a-061,Staraptor,Crimson Blaze
B1a-060,Staravia,Crimson Blaze
B1a-059,Starly,Crimson Blaze
B1a-051,Steelix,Crimson Blaze
B1a-008,Sunflora,Crimson Blaze
B1a-071,Sunflora,Crimson Blaze
B1a-007,Sunkern,Crimson Blaze
B1a-049,Trubbish,Crimson Blaze
B1a-074,Trubbish,Crimson Blaze
B1a-096,Type: Null,Crimson Blaze
B1a-003,Venusaur,Crimson Blaze
B1a-090,Vileplume,Crimson Blaze
B1a-018,Wartortle,Crimson Blaze
B1a-037,Xerneas,Crimson Blaze
B1a-073,Xerneas,Crimson Blaze
sm4-63a,Guzzlord-GX,Crimson Invasion
bw5-107,Darkrai-EX,Dark Explorers
bw5-63,Darkrai-EX,Dark Explorers
bw5-103,Entei-EX,Dark Explorers
bw5-13,Entei-EX,Dark Explorers
bw5-106,Groudon-EX,Dark Explorers
bw5-54,Groudon-EX,Dark Explorers
bw5-104,Kyogre-EX,Dark Explorers
bw5-26,Kyogre-EX,Dark Explorers
bw5-105,Raikou-EX,Dark Explorers
bw5-38,Raikou-EX,Dark Explorers
bw5-108,Tornadus-EX,Dark Explorers
bw5-90,Tornadus-EX,Dark Explorers
swsh3-174,Heat Fire Energy,Darkness Ablaze
swsh3-175,Hiding Darkness Energy,Darkness Ablaze
swsh3-166,Pokémon Breeder's Nurturing,Darkness Ablaze
swsh3-188,Pokémon Breeder's Nurturing,Darkness Ablaze
swsh3-195,Pokémon Breeder's Nurturing,Darkness Ablaze
swsh3-176,Powerful Colorless Energy,Darkness Ablaze
dp1-65,Unown A,Diamond & Pearl
dp1-66,Unown B,Diamond & Pearl
dp1-67,Unown C,Diamond & Pearl
dp1-68,Unown D,Diamond & Pearl
dpp-DP50,Arceus,DP Black Star Promos
dpp-DP53,Arceus,DP Black Star Promos
dpp-DP56,Arceus,DP Black Star Promos
dpp-DP54,Beginning Door,DP Black Star Promos
dpp-DP13,Buizel,DP Black Star Promos
dpp-DP06,Buneary,DP Black Star Promos
dpp-DP42,Carnivine G,DP Black Star Promos
dpp-DP45,Charizard G,DP Black Star Promos
dpp-DP14,Chatot,DP Black Star Promos
dpp-DP02,Chimchar,DP Black Star Promos
dpp-DP07,Cranidos,DP Black Star Promos
dpp-DP51,Cresselia,DP Black Star Promos
dpp-DP19,Darkrai,DP Black Star Promos
dpp-DP24,Darkrai,DP Black Star Promos
dpp-DP52,Darkrai,DP Black Star Promos
dpp-DP17,Dialga,DP Black Star Promos
dpp-DP26,Dialga,DP Black Star Promos
dpp-DP37,Dialga,DP Black Star Promos
dpp-DP49,Dialga,DP Black Star Promos
dpp-DP34,Drifblim,DP Black Star Promos
dpp-DP33,Dusknoir,DP Black Star Promos
dpp-DP11,Empoleon,DP Black Star Promos
dpp-DP46,Garchomp C,DP Black Star Promos
dpp-DP38,Giratina,DP Black Star Promos
dpp-DP23,Glameow,DP Black Star Promos
